energy_per_atom,energy,density,formation_energy_per_atom,total_magnetization,band_gap,sgr,mp_id,formula,URL,cell_volume
-6.887889923,-68.87889923,3.172087581,-1.792549393,1.9999996,0,148,mp-753103,LiCo(CO3)2,https://materialsproject.org/materials/mp-753103,97.31159907
-7.65303227,-15.30606454,6.961795042,0.553119259,2.5517909,0,221,mp-1009019,FeN,https://materialsproject.org/materials/mp-1009019,16.66114474
-8.138224325,-16.27644865,6.830444128,0.067927204,2.4138306,0,225,mp-1008929,FeN,https://materialsproject.org/materials/mp-1008929,16.98154215
-6.40029766,-12.80059532,6.981601898,1.101567371,2.00E-07,0,225,mp-1009582,NiC,https://materialsproject.org/materials/mp-1009582,16.81661602
-6.346088073,-82.49914495,3.078947463,0.263186973,1.3948338,0,225,mp-1104127,NiB12,https://materialsproject.org/materials/mp-1104127,101.6216537
-6.831816396,-68.31816396,2.585506319,-1.736475866,4,0,12,mp-753487,LiCo(CO3)2,https://materialsproject.org/materials/mp-753487,119.3889617
-4.979954142,-24.89977071,4.04761062,-1.129225854,4.1515635,0,221,mp-1186126,NaCoO3,https://materialsproject.org/materials/mp-1186126,53.30037537
-6.425953485,-12.85190697,7.210140845,0.439410849,2.00E-05,0,225,mp-1009488,NiN,https://materialsproject.org/materials/mp-1009488,16.74327268
-5.943387895,-11.88677579,7.461526872,0.921976439,3.80E-06,0,221,mp-1009483,NiN,https://materialsproject.org/materials/mp-1009483,16.1791757
-4.893285239,-68.50599335,2.605202564,-2.35523532,3,2.408,1,mp-759770,Li7Co(OF)3,https://materialsproject.org/materials/mp-759770,135.4547788
-5.154470951,-46.39023856,2.650119986,-2.415287382,4.0000002,2.9127,12,mp-752518,Li4Fe(OF)2,https://materialsproject.org/materials/mp-752518,96.24713108
-4.102641947,-12.30792584,4.855755563,-1.015568012,0.9999995,0,123,mp-1147690,NiOF,https://materialsproject.org/materials/mp-1147690,32.03989546
