energy_per_atom,energy,density,formation_energy_per_atom,total_magnetization,band_gap,sgr,mp_id,formula,URL,cell_volume
-5.451798765,-87.22878024,5.894777859296689,-2.060132158750001,0.0,0.0,123,mp-22601,Ba2Ca2Cu3HgO8,https://materialsproject.org/materials/mp-22601,246.21220434408218
-6.090261946875,-97.44419115,5.93268087835009,-2.4281018799218743,9.0022198,0.0,42,mp-1218464,Sr4TlFe2O9,https://materialsproject.org/materials/mp-1218464,226.86985181551356
-7.507410927894738,-142.64080763,6.2832454425520625,-3.0765805733991236,0.0008316,0.0,123,mp-1214655,Ba2La2Ti2Cu2O11,https://materialsproject.org/materials/mp-1214655,251.40586965022808
-4.04798459,-40.4798459,3.692960219560052,-0.06543112700000009,0.0089734,0.0,123,mp-1226574,CeY4Mg5,https://materialsproject.org/materials/mp-1226574,277.5528500884542
-7.022342435652174,-161.51387602,5.1277134967526115,-2.9413706339791297,1.0,0.0,164,mp-558113,Ba6Nb2Ir(ClO6)2,https://materialsproject.org/materials/mp-558113,474.38453137991684
-6.282160479130435,-144.48969102,5.336242977923429,-2.396894681370436,6.0000154000000006,0.6949999999999998,164,mp-554949,Ba6Ru2Pt(ClO6)2,https://materialsproject.org/materials/mp-554949,461.81944099359436
-7.4561963078947375,-141.66772985,6.423490846675558,-3.0423655281359654,0.0,0.0,123,mp-557043,Ba2Nd2Ti2Cu2O11,https://materialsproject.org/materials/mp-557043,248.67597006752246
-7.8313491224,-195.78372806,6.20433864823404,-3.314793365916666,1.57e-05,1.9358,65,mp-1228157,Ba4ScTi4BiO15,https://materialsproject.org/materials/mp-1228157,330.4579534801628
-5.121912254285714,-71.70677156,7.342853715986277,-0.3522878453571435,1.5e-07,0.006199999999999761,63,mp-18573,La3ZnNi3,https://materialsproject.org/materials/mp-18573,297.6979125629246
-9.937073369,-99.37073369,8.06004267473773,-0.6093651823749994,0.000295,0.0,166,mp-1215364,Zr4WC5,https://materialsproject.org/materials/mp-1215364,125.42349621306124
-5.741781286428571,-80.38493801,7.906396290139552,-0.2195043739285712,0.07285655,0.0,63,mp-1103877,Nd3GaCo3,https://materialsproject.org/materials/mp-1103877,285.3180518320186
-8.546748099848486,-564.08537459,5.7198977314530675,-3.401187202689394,0.0,2.7639000000000005,12,mp-1216208,Y4Ti6Bi2O21,https://materialsproject.org/materials/mp-1216208,810.9925043195241
-6.4203312875,-51.3626503,6.950920614878597,-2.3472333810937505,0.0004491000000000001,0.0,166,mp-1219190,Sm3HoS4,https://materialsproject.org/materials/mp-1219190,177.80233599961468
-7.653279327741934,-474.50331832,4.097477180396929,-2.9483038858870967,0.00036595,4.3193,176,mp-1200141,Ba3Bi(BO2)9,https://materialsproject.org/materials/mp-1200141,815.5831850770767
-5.55255399625,-44.42043197,7.55181853133489,-0.8954435272916665,0.00079355,0.5141,194,mp-997106,AgRhO2,https://materialsproject.org/materials/mp-997106,106.76453953856871
-6.1109251275,-48.88740102,6.886722774425023,-2.4189802117187504,0.0199666,0.0,166,mp-1215523,YbSm3S4,https://materialsproject.org/materials/mp-1215523,181.41522518590267
-2.23394927625,-17.87159421,5.272016233932464,-0.4805737918749999,0.0012732999999999998,0.0,123,mp-1227562,Ca4Cd3Au,https://materialsproject.org/materials/mp-1227562,218.75190114805838
-2.786785844,-13.93392922,9.419329411280648,0.026524682000000157,0.0004798,0.0,166,mp-1223819,InAg4,https://materialsproject.org/materials/mp-1223819,96.30592168338849
-8.048736605,-160.9747321,4.972193328313477,-3.5641316172500015,0.0,1.7122000000000006,123,mp-1218457,Sr4ZrTi3O12,https://materialsproject.org/materials/mp-1218457,259.5903371769973
-5.813035788333334,-69.75642946,7.529003311823661,-0.6698102812499999,1.4145543,0.0,65,mp-1213875,Ce3Ni2Ge7,https://materialsproject.org/materials/mp-1213875,230.74508639112176
-7.0540346476923075,-91.70245042,6.155241817497405,-2.664585597019231,4.000003899999999,0.5411000000000001,123,mvc-2994,Ba2YTlV2O7,https://materialsproject.org/materials/mvc-2994,210.91711890399262
-3.1742214825,-12.69688593,7.738851900851673,0.0009952724999999774,2.78e-05,0.0,123,mp-1217358,Te3Au,https://materialsproject.org/materials/mp-1217358,124.40153064634875
-6.146465806923077,-79.90405549,6.621816449805497,-1.4707378398901094,3.4e-06,0.0,139,mp-1209832,Nd3Cu4(P2O)2,https://materialsproject.org/materials/mp-1209832,211.34815549098062
-7.215262439636363,-396.83943418,4.3716929647839775,-2.7659739117196978,0.000226,3.7061,1,mp-1194514,Ba4Zn4B14Pb2O31,https://materialsproject.org/materials/mp-1194514,711.3164804009596
-7.198126439655173,-208.74566675,5.168754568089168,-3.15953022248399,1.2e-05,3.0126000000000004,164,mp-556637,Ba6Na2Nb2P2O17,https://materialsproject.org/materials/mp-556637,446.45903813439
-7.449207517894738,-141.53494284,6.7589245644896945,-3.0498641994517555,1e-07,0.0,123,mp-505223,Ba2Tb2Ti2Cu2O11,https://materialsproject.org/materials/mp-505223,243.549451341916
-5.387150519545455,-118.51731143,5.213283687356674,-1.3278784495738645,0.0,1.0448000000000004,63,mp-1209018,Sc2TlCu3S5,https://materialsproject.org/materials/mp-1209018,411.0562056608273
-5.192307260714286,-72.69230165,6.058996095754536,-0.21474249214285784,7.015046000000001,0.0,63,mp-1225812,Eu(GaGe2)2,https://materialsproject.org/materials/mp-1225812,318.99142690847196
-3.0215704125,-12.08628165,6.533482234837287,0.042409328333333114,0.0001514,0.0,123,mp-1229041,AgTe3,https://materialsproject.org/materials/mp-1229041,124.70741826495828
