energy_per_atom,energy,density,formation_energy_per_atom,total_magnetization_uB,total_magnetization_T,band_gap,sgr,num_sites,cell_volume,weight,mp_id,formula,URL,tsne_cry_lin1_0,tsne_cry_lin1_1,tsne_cry_lin2_0,tsne_cry_lin2_1
-4.898759388999999,-48.98759389,5.598935124362283,-0.16142029800000018,2.99470705,0.11595160409165392,0.0,148,10,300.99204067892026,1014.8722,mp-541449,CrGeTe3,https://materialsproject.org/materials/mp-541449,55.15068448572681,34.32360969629749,-8.604250342815693,-0.5045126942092143
-5.078542263,-50.78542263,5.007806383718786,-0.18068898000000005,2.9999999,0.11389304220270445,0.5246000000000004,148,10,306.97391584331933,925.7632,mp-3779,CrSiTe3,https://materialsproject.org/materials/mp-3779,54.993438033093824,34.25885115235617,-8.604250342815693,-0.5045126942092143
-5.247159277,-104.94318554,5.607828762857309,-0.4006496141562501,3.0000006,0.07188318383180327,0.4882,62,20,486.3752472612325,1642.5444,mp-15236,CrSbSe3,https://materialsproject.org/materials/mp-15236,28.6827325521816,8.19289499679499,2.379191898431729,-4.739741388364795
-4.62082882,-18.48331528,7.238625997443554,0.2425404212500002,0.0334833,0.003966516769377609,0.0,166,4,98.37763702692659,428.848045,mp-1221681,MnSnTe2,https://materialsproject.org/materials/mp-1221681,67.38634807957996,27.152781065757257,-8.604250342815693,-0.5045126942092143
-5.628117488571428,-78.79364484,6.011691886214162,-0.3268153175862066,15.0008188,0.44769997860440064,0.0,12,14,390.4858661856384,1413.6859519000002,mp-866025,CsCr5Te8,https://materialsproject.org/materials/mp-866025,54.25787704743981,33.94228849808196,-8.604250342815693,-0.5045126942092143
-3.605561200833333,-43.26673441,6.395161611882495,-0.3256890941666661,0.0,0.0,0.0,131,12,374.864129664982,1443.6978800000002,mp-29748,TePdI,https://materialsproject.org/materials/mp-29748,52.45035120857155,30.567994874877968,-8.604250342815693,-0.5045126942092143
-4.8066023541666665,-57.67922825,5.831130505353848,-0.5166142400000003,1.5e-07,4.5521062381343124e-09,0.4017000000000008,36,12,384.02217005383835,1348.5279999999998,mp-13542,ZrGeTe4,https://materialsproject.org/materials/mp-13542,56.972166414101544,28.00891592897984,-0.7517164275544642,-1.2362443279844255
-4.84966933,-58.19603196,6.152763655587009,-0.766072767369792,5.000317900000001,0.19359707037766205,0.8815999999999997,12,12,301.0067692466153,1115.314645,mp-1095372,MnBi4S7,https://materialsproject.org/materials/mp-1095372,27.112389693357102,0.4342125228281412,5.635628263202465,-6.145677370496282
-6.368136858571428,-44.57695801,5.928016036966747,-0.3432881924553572,9.9999996,0.7310427425988515,0.0,12,7,159.41700296438196,569.1083,mp-1226346,Cr3(TeSe)2,https://materialsproject.org/materials/mp-1226346,54.0582415330765,34.1096728518189,-8.604250342815693,-0.5045126942092143
-4.71737797725,-188.69511909,4.733128907389943,-0.3384561606874996,4.9905827875,0.04999082627821416,0.14869999999999986,55,40,1163.4249599049474,3316.17636,mp-655834,MnSbSe2Br,https://materialsproject.org/materials/mp-655834,26.981217102933968,0.40463640108739,4.423278220575072,-6.184006705037646
-4.802495170714286,-67.23493239,6.868342706427287,-0.38624705991071395,5.00080435,0.1528118141871332,0.6391,12,14,381.38214718417663,1577.47769,mp-1104183,Mn(BiSe2)2,https://materialsproject.org/materials/mp-1104183,27.167673205817838,0.4334033729457555,5.340319938441179,-5.802981260438313
-3.5981390386250003,-287.85112309,5.146436902363118,-0.17073788262500006,0.0,0.0,1.0182999999999995,14,80,3206.5840098899243,9938.02728,mp-1201330,Te6MoI3,https://materialsproject.org/materials/mp-1201330,65.68596399705417,18.1526496741048,6.231866108348028,-6.246256602521679
-6.511634226666667,-39.06980536,5.896663619491602,-1.2100754251736106,1e-07,7.632689236378247e-09,0.0,10,6,152.68622122089187,542.197,mp-1224218,HfTiSe4,https://materialsproject.org/materials/mp-1224218,28.65716608535448,8.338004947169193,-8.604250342815693,-0.5045126942092143
-4.71718088875,-188.68723555,4.697254154496873,-0.3382590721874997,4.985583825,0.049562225561318916,0.18320000000000025,6,40,1172.3104878268853,3316.17636,mp-639335,MnSbSe2Br,https://materialsproject.org/materials/mp-639335,26.97274443801079,0.4025348823636846,4.453185428957031,-6.19049744440296
-2.5591490665,-102.36596266,6.212422799834665,-0.13253589449999978,5.69375e-05,4.415975282190217e-07,0.6923999999999997,61,40,1502.6200795637405,5621.6150400000015,mp-669496,PtI4,https://materialsproject.org/materials/mp-669496,9.931364766351836,-5.922218831182673,5.8286287951285685,-5.6219592143179
-4.432039138333333,-53.18446966,5.638733095568307,-0.2552027450000001,0.0,0.0,0.855,2,12,404.181199447572,1372.4879999999996,mp-29190,Te4MoBr,https://materialsproject.org/materials/mp-29190,56.5412132093729,27.565710614968122,-8.604250342815693,-0.5045126942092143
-5.87521489,-35.25128934,6.898917801888858,0.08858387666666682,2.75150755,0.2254077656420301,0.0,58,6,142.25883974561648,591.0322,mp-22498,CrSb2,https://materialsproject.org/materials/mp-22498,43.40504203225938,23.958674823215144,-8.604250342815693,-0.5045126942092143
-5.627770765714287,-78.78879072,5.8394912417295615,-0.31781556502463004,15.0046892,0.4500914032103087,0.0,12,14,388.51135254236254,1366.2483,mp-975531,RbCr5Te8,https://materialsproject.org/materials/mp-975531,54.25434081536753,33.93709870135295,-8.604250342815693,-0.5045126942092143
