energy_per_atom,energy,density,formation_energy_per_atom,total_magnetization_uB,total_magnetization_T,band_gap,sgr,num_sites,cell_volume,weight,mp_id,formula,URL,tsne_cry_lin1_0,tsne_cry_lin1_1,tsne_cry_lin2_0,tsne_cry_lin2_1
-6.92153530631579,-263.01834164,8.919187968952887,-0.06350362236842133,25.2135278,0.6058309115735617,0.0,194,38,485.0199626868257,2605.16863,mp-1200096,Sm2Co17,https://materialsproject.org/materials/mp-1200096,44.96672233463233,78.31118099150873,-8.604250342815693,-0.5045126942092143
-7.922327966052633,-301.04846271,8.993305065660659,-0.07829002500000115,25.2539845,0.6054405095514128,0.0,194,38,486.11146179544863,2632.72863,mp-1201816,Gd2Co17,https://materialsproject.org/materials/mp-1201816,44.996795904883115,78.32878943886772,-8.604250342815693,-0.5045126942092143
-7.430555478421053,-141.18055409,8.873143204475975,-0.07952066592105211,18.2809942,0.8693780167029227,0.0,160,19,245.05783033433795,1309.474315,mp-1219295,SmGdCo17,https://materialsproject.org/materials/mp-1219295,44.9511094469442,78.34230819345207,-8.604250342815693,-0.5045126942092143
-6.913337915263157,-131.35342039,8.741127800513901,-0.051762423552630527,25.1811505,1.1946165537422346,0.0,160,19,245.6543549938913,1293.131965,mp-1219785,PrSmCo17,https://materialsproject.org/materials/mp-1219785,44.87400077923027,78.39020575808534,-8.604250342815693,-0.5045126942092143
-7.031451573684211,-133.5975799,8.454724467774021,-0.08126015065789416,25.34071,1.211516250127214,0.0,160,19,243.76253780470643,1241.130165,mp-1219047,SmYCo17,https://materialsproject.org/materials/mp-1219047,44.90204262852668,78.17666628707777,-8.604250342815693,-0.5045126942092143
-6.921571765263157,-131.50986354,8.899644397896674,-0.06783511105263074,25.267236999999998,1.2046952106591704,0.0,160,19,244.43196421482787,1310.030965,mp-1220026,PrErCo17,https://materialsproject.org/materials/mp-1220026,44.89135881764864,78.32146015699792,-8.604250342815693,-0.5045126942092143
-6.811187623947369,-258.82512971,8.744194154746674,-0.031722103289473884,51.1687797,1.2079939907224762,0.0,8,38,493.64837700888586,2599.49158,mp-1215883,YbPr3Co34,https://materialsproject.org/materials/mp-1215883,44.83505774973728,78.41306768684402,-8.604250342815693,-0.5045126942092143
-6.645431983684211,-126.26320769,8.882004200033732,-0.012732971666666591,24.1146825,1.112240234125058,0.0,160,19,252.6738947236401,1351.51932,mp-1219201,Sm2Co16Ag,https://materialsproject.org/materials/mp-1219201,44.88810613701088,78.30652643471919,-8.604250342815693,-0.5045126942092143
-6.711070232894738,-255.02066885,8.892888223382387,-0.01725849105263116,26.1652365,0.6205431819870983,0.0,194,38,491.39426523694016,2631.62393,mp-1215870,YbPrCo17,https://materialsproject.org/materials/mp-1215870,44.905301032587346,78.33696838143831,-8.604250342815693,-0.5045126942092143
-7.108106320263157,-270.10804017,9.394604506767324,-0.10037813789473583,21.5297419,0.4990832252044438,0.0,164,38,502.7398116542795,2844.28224,mp-1219372,Sm2HfCo16,https://materialsproject.org/materials/mp-1219372,44.87874300121417,78.20522165783308,-8.604250342815693,-0.5045126942092143
-6.940065323157895,-263.72248228,9.059164497692887,-0.0913898936842103,25.30538565,0.6095639708129645,0.0,194,38,483.8058310211241,2639.43003,mp-1199370,Tb2Co17,https://materialsproject.org/materials/mp-1199370,44.96209986942687,78.28490639711292,-8.604250342815693,-0.5045126942092143
-6.944166909210527,-263.87834255,9.217538416523396,-0.10069178552631654,25.47748205,0.6188070657374155,0.0,194,38,479.82035515156883,2663.4499100000003,mp-1023,Ho2Co17,https://materialsproject.org/materials/mp-1023,44.9860129605993,78.15710882737557,-8.604250342815693,-0.5045126942092143
-6.9100930836842105,-131.29176859,8.660873739443463,-0.04693019289473754,25.3036463,1.1919723840733047,0.0,166,19,247.3969505521741,1290.348315,mp-356,Nd2Co17,https://materialsproject.org/materials/mp-356,44.892294993336364,78.20769544316781,-8.604250342815693,-0.5045126942092143
-6.94655129,-263.96894902,9.28113690774228,-0.10419728105263236,25.47695035,0.6208922534197503,0.0,194,38,478.1989595632194,2672.76463,mp-2531,Er2Co17,https://materialsproject.org/materials/mp-2531,44.997224402051785,78.13572482388723,-8.604250342815693,-0.5045126942092143
-6.9416722397368416,-263.78354511,9.11326358252204,-0.0953147881578936,25.2781977,0.6092448472805702,0.0,194,38,483.53917910725113,2653.72863,mp-569638,Dy2Co17,https://materialsproject.org/materials/mp-569638,44.88748043388054,78.1765995187604,-8.604250342815693,-0.5045126942092143
-7.104384627894738,-134.98330793,8.427933612175309,-0.0900893036842107,24.0333365,1.1549032936817505,0.0,160,19,242.51905921822117,1230.8861650000001,mp-1226612,CeYCo17,https://materialsproject.org/materials/mp-1226612,44.806120639566785,78.15140201581814,-8.604250342815693,-0.5045126942092143
-7.065492355000001,-268.48870949,8.763506832477272,-0.07925286868421129,23.13101785,0.5548177704288876,0.0,194,38,485.87192885107135,2564.19263,mp-2216,Ce2Co17,https://materialsproject.org/materials/mp-2216,44.7359409457339,78.38555604098846,-8.604250342815693,-0.5045126942092143
-6.722876392105262,-127.73465145,8.587010201567633,-0.016215096315789133,23.419261499999998,1.0955420718667763,0.0,160,19,249.12743878603246,1288.29242,mp-1219957,Pr2Co16Cu,https://materialsproject.org/materials/mp-1219957,44.738960868721115,78.51991758018231,-8.604250342815693,-0.5045126942092143
